,OUTCOMETYPE,AGEOUTCOME,PREVHIST,DAYS_STAY,IS_PUREBREED,INTAKETYPE_ABANDONED,INTAKETYPE_EUTHANASIAREQUEST,INTAKETYPE_OWNERSURRENDER,INTAKETYPE_PUBLICASSIST,INTAKETYPE_STRAY,INTAKECONDITION_AGED,INTAKECONDITION_BEHAVIOR,INTAKECONDITION_FERAL,INTAKECONDITION_INJURED,INTAKECONDITION_MEDICAL,INTAKECONDITION_NORMAL,INTAKECONDITION_NURSING,INTAKECONDITION_OTHER,INTAKECONDITION_PREGNANT,INTAKECONDITION_SICK,SEXINTAKE_INTACTFEMALE,SEXINTAKE_INTACTMALE,SEXINTAKE_NEUTEREDMALE,SEXINTAKE_SPAYEDFEMALE,SEXINTAKE_UNKNOWN
A810251_1575875160,RTO,24.0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
A810254_1575963660,ADOPT,3.0,0.0,57,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
A810257_1576120260,RTO,48.0,0.0,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A810260_1575973020,ADOPT,24.0,0.0,12,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810262_1575976200,ADOPT,12.0,0.0,26,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A810262_1582508940,ADOPT,12.0,1.0,12,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A810262_1583755860,ADOPT,12.0,2.0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A810269_1575979620,RTO,11.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810274_1575943680,ADOPT,2.0,0.0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810275_1575943680,ADOPT,2.0,0.0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810276_1575943680,ADOPT,2.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810277_1575944640,RTO,24.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A810279_1575944640,RTO,24.0,0.0,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810284_1575949980,ADOPT,60.0,0.0,224,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A810285_1575949980,ADOPT,36.0,0.0,9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810294_1575953400,RTO,8.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810304_1576037580,DIED,24.0,0.0,38,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810305_1576053360,ADOPT,96.0,0.0,89,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810309_1576053360,ADOPT,12.0,0.0,25,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810313_1576062660,ADOPT,7.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810316_1576065840,ADOPT,12.0,0.0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A810316_1576565220,ADOPT,12.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A810327_1576068660,ADOPT,12.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810328_1576028460,ADOPT,8.0,0.0,10,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810329_1576029000,ADOPT,84.0,0.0,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810342_1576036620,RTO,24.0,0.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
A810345_1576036920,ADOPT,24.0,0.0,12,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810346_1576036980,ADOPT,24.0,0.0,435,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810349_1576037580,ADOPT,24.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810360_1580039580,ADOPT,12.0,0.0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810366_1576046700,ADOPT,8.0,0.0,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810381_1576113480,ADOPT,12.0,0.0,21,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810385_1576214100,RTO,3.0,0.0,10,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810386_1576119900,ADOPT,24.0,0.0,282,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810387_1576120440,ADOPT,12.0,0.0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810391_1576121160,RTO,24.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810392_1576120440,ADOPT,8.0,0.0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810394_1576122540,ADOPT,6.0,0.0,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810397_1587258120,DIED,36.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810398_1576123140,RTO,24.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A810406_1576132800,RTO,24.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A810407_1576132320,RTO,36.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A810416_1576235160,ADOPT,2.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810417_1576235160,ADOPT,2.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810418_1576235880,ADOPT,1.0,0.0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810423_1576241520,ADOPT,108.0,0.0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A810426_1576200180,ADOPT,2.0,0.0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810427_1576200180,ADOPT,2.0,0.0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810429_1576201020,RTO,48.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810433_1576207200,ADOPT,1.0,0.0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810434_1576207260,ADOPT,24.0,0.0,26,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810439_1576208820,ADOPT,12.0,0.0,10,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810444_1576211520,RTO,36.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810445_1576212480,RTO,36.0,0.0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810445_1600413060,RTO,36.0,1.0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A810460_1576225320,RTO,108.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A810461_1576301580,ADOPT,24.0,0.0,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810472_1576320000,RTO,24.0,0.0,8,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810474_1576323000,ADOPT,8.0,0.0,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810475_1576323660,ADOPT,2.0,0.0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810478_1576326720,ADOPT,12.0,0.0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810478_1578965820,RTO,12.0,1.0,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A810479_1576326720,ADOPT,12.0,0.0,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810480_1576326720,ADOPT,12.0,0.0,11,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810481_1576327200,ADOPT,12.0,0.0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810482_1576327200,ADOPT,72.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810489_1576285860,ADOPT,24.0,0.0,6,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A810501_1576296780,ADOPT,4.0,0.0,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810503_1576296780,ADOPT,4.0,0.0,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810520_1578311640,ADOPT,24.0,0.0,55,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810522_1576318200,RTO,24.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A810523_1576318200,RTO,24.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810526_1576372800,RTO,108.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A810535_1576410480,ADOPT,2.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810536_1576410480,ADOPT,2.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810537_1576410480,ADOPT,2.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810538_1576810260,RTO,12.0,0.0,6,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A810539_1576410480,ADOPT,2.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810540_1576410480,ADOPT,2.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810542_1576411260,RTO,24.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810545_1576414140,ADOPT,10.0,0.0,10,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810546_1576372080,ADOPT,24.0,0.0,16,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810548_1576377420,ADOPT,10.0,0.0,32,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810555_1576382340,ADOPT,24.0,0.0,18,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810564_1576385220,RTO,60.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810566_1576387320,RTO,9.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810576_1576495500,RTO,12.0,0.0,10,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810583_1576497660,ADOPT,24.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810590_1576499520,RTO,9.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810591_1576499520,RTO,9.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810596_1576458360,RTO,8.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810597_1576458360,RTO,8.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810602_1576460820,ADOPT,96.0,0.0,19,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A810603_1576461540,ADOPT,24.0,0.0,60,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A810604_1576463880,ADOPT,24.0,0.0,12,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810605_1576463880,ADOPT,24.0,0.0,14,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810607_1576465140,ADOPT,3.0,0.0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810608_1576466400,ADOPT,12.0,0.0,140,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
A810610_1576807260,RTO,48.0,0.0,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810610_1583208420,ADOPT,48.0,1.0,112,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A810617_1576475040,RTO,132.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A810619_1576477020,ADOPT,60.0,0.0,372,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810620_1576479120,ADOPT,3.0,0.0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810630_1576577100,ADOPT,12.0,0.0,87,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
A810633_1576579560,ADOPT,2.0,0.0,44,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810634_1576582500,RTO,84.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A810635_1576582500,RTO,24.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810636_1576581840,ADOPT,24.0,0.0,12,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810639_1576584480,ADOPT,12.0,0.0,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
A810640_1576583940,RTO,4.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810644_1576586220,ADOPT,6.0,0.0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810645_1576586220,ADOPT,6.0,0.0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810648_1576545240,ADOPT,4.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810651_1576549680,RTO,5.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810652_1576550160,ADOPT,6.0,0.0,10,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810660_1576552200,ADOPT,12.0,0.0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810660_1579953660,ADOPT,12.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A810683_1576667700,ADOPT,48.0,0.0,28,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A810683_1579223040,ADOPT,48.0,1.0,333,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A810686_1576671180,ADOPT,1.0,0.0,21,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810687_1576671180,ADOPT,1.0,0.0,21,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810690_1576672020,ADOPT,24.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810695_1576673220,ADOPT,24.0,0.0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810696_1576672440,ADOPT,1.0,0.0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810697_1576672440,ADOPT,1.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810698_1576672440,ADOPT,2.0,0.0,7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810698_1597894800,ADOPT,10.0,1.0,23,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A810699_1576672440,ADOPT,1.0,0.0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810700_1576672440,ADOPT,1.0,0.0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810701_1576672440,ADOPT,1.0,0.0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810702_1576673820,ADOPT,24.0,0.0,11,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810703_1576630920,ADOPT,2.0,0.0,21,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810704_1576630920,ADOPT,1.0,0.0,16,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810705_1576630920,ADOPT,1.0,0.0,16,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810706_1576630920,ADOPT,2.0,0.0,21,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810707_1576632060,ADOPT,96.0,0.0,189,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A810707_1593165360,ADOPT,96.0,1.0,103,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A810708_1576632420,RTO,24.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A810709_1576638840,RTO,36.0,0.0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A810710_1576634700,RTO,12.0,0.0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810712_1576634520,ADOPT,3.0,0.0,58,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810714_1576634520,ADOPT,3.0,0.0,58,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810716_1576636560,ADOPT,36.0,0.0,12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A810717_1576636980,ADOPT,24.0,0.0,42,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
A810717_1580644680,ADOPT,24.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A810717_1581125220,ADOPT,24.0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A810720_1576638120,ADOPT,9.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810722_1576639560,ADOPT,24.0,0.0,16,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810723_1576639560,ADOPT,24.0,0.0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810725_1576641360,RTO,12.0,0.0,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810726_1576642440,ADOPT,12.0,0.0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810730_1601193840,RTO,60.0,0.0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810731_1576641000,RTO,36.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810731_1578792540,RTO,36.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A810732_1576641000,RTO,36.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810732_1578792540,RTO,36.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A810738_1576648260,RTO,24.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810740_1576650360,RTO,96.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810741_1576664940,RTO,24.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A810742_1576741800,ADOPT,24.0,0.0,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
A810745_1576752900,ADOPT,12.0,0.0,10,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810745_1577946120,ADOPT,12.0,1.0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A810746_1576753980,RTO,132.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810751_1576759860,ADOPT,12.0,0.0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A810756_1576723080,ADOPT,10.0,0.0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810757_1576723980,RTO,24.0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
A810760_1583497020,ADOPT,12.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A810766_1576729380,ADOPT,24.0,0.0,11,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810769_1576729920,ADOPT,24.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810770_1576730400,RTO,36.0,0.0,7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A810774_1576737720,ADOPT,36.0,0.0,418,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810781_1576840320,ADOPT,4.0,0.0,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810783_1576840920,ADOPT,2.0,0.0,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810792_1576808280,ADOPT,12.0,0.0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810793_1576808280,ADOPT,12.0,0.0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810795_1576808160,ADOPT,2.0,0.0,19,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810796_1576808160,ADOPT,2.0,0.0,40,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810797_1576808160,ADOPT,2.0,0.0,29,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810805_1576823700,ADOPT,24.0,0.0,13,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810809_1576824900,ADOPT,12.0,0.0,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810810_1576824900,ADOPT,12.0,0.0,7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810813_1576932540,RTO,36.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A810816_1576925460,ADOPT,2.0,0.0,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810818_1576925460,ADOPT,2.0,0.0,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810818_1581679020,ADOPT,4.0,1.0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A810822_1576929420,ADOPT,12.0,0.0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810830_1577014620,RTO,24.0,0.0,8,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A810833_1576891980,RTO,60.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A810836_1576892460,ADOPT,12.0,0.0,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810837_1576892280,RTO,9.0,0.0,7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810840_1576894560,RTO,72.0,0.0,10,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810843_1576896300,ADOPT,24.0,0.0,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A810844_1576896660,ADOPT,12.0,0.0,56,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810851_1576903860,RTO,48.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A810876_1579311240,ADOPT,24.0,0.0,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A810880_1577013420,ADOPT,24.0,0.0,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810881_1577013000,RTO,36.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810881_1581337560,RTO,36.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810885_1577013000,RTO,2.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810889_1577016780,ADOPT,2.0,0.0,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A810892_1577016780,ADOPT,2.0,0.0,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810893_1577016780,ADOPT,2.0,0.0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810898_1576976880,ADOPT,2.0,0.0,6,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810899_1576976880,ADOPT,2.0,0.0,6,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A810900_1576976880,ADOPT,2.0,0.0,6,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
