,OUTCOMETYPE,AGEOUTCOME,PREVHIST,DAYS_STAY,IS_PUREBREED,INTAKETYPE_ABANDONED,INTAKETYPE_EUTHANASIAREQUEST,INTAKETYPE_OWNERSURRENDER,INTAKETYPE_PUBLICASSIST,INTAKETYPE_STRAY,INTAKECONDITION_AGED,INTAKECONDITION_BEHAVIOR,INTAKECONDITION_FERAL,INTAKECONDITION_INJURED,INTAKECONDITION_MEDICAL,INTAKECONDITION_NORMAL,INTAKECONDITION_NURSING,INTAKECONDITION_OTHER,INTAKECONDITION_PREGNANT,INTAKECONDITION_SICK,SEXINTAKE_INTACTFEMALE,SEXINTAKE_INTACTMALE,SEXINTAKE_NEUTEREDMALE,SEXINTAKE_SPAYEDFEMALE,SEXINTAKE_UNKNOWN
A701695_1430617020,ADOPT,3.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A701696_1435669020,ADOPT,60.0,0.0,86,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A701698_1430618220,ADOPT,48.0,0.0,57,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A701718_1430627160,RTO,36.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A701719_1430627880,RTO,7.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A701722_1431948720,ADOPT,8.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A701727_1430642820,ADOPT,12.0,0.0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A701728_1430737980,RTO,24.0,0.0,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A701728_1435891380,DIED,24.0,1.0,9,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A701729_1430726700,ADOPT,8.0,0.0,17,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
A701731_1430722920,DIED,96.0,0.0,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
A701733_1430734440,RTO,24.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A701733_1441446840,ADOPT,24.0,1.0,9,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A701734_1430734440,RTO,24.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A701734_1441446840,ADOPT,24.0,1.0,10,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A701734_1494475320,ADOPT,48.0,2.0,99,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A701740_1430736960,ADOPT,96.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A701742_1430736660,RTO,144.0,0.0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
A701744_1430738160,RTO,36.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A701744_1535200740,RTO,84.0,1.0,17,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A701744_1561637820,RTO,84.0,2.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A701745_1430736300,ADOPT,4.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A701755_1430740620,ADOPT,2.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A701755_1431497400,ADOPT,2.0,1.0,11,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A701755_1520334600,RTO,36.0,2.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A701756_1430742900,ADOPT,24.0,0.0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A701757_1430744160,DIED,12.0,0.0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A701758_1430744160,ADOPT,24.0,0.0,26,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A701762_1430702940,DIED,36.0,0.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
A701763_1430703360,ADOPT,12.0,0.0,7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A701764_1430703840,RTO,9.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A701765_1430705520,ADOPT,24.0,0.0,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A701776_1430712600,ADOPT,48.0,0.0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A701777_1430712660,ADOPT,12.0,0.0,8,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A701778_1430713920,DIED,48.0,0.0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
A701784_1430716260,ADOPT,3.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A701795_1430719860,ADOPT,2.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A701796_1430719860,ADOPT,2.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A701796_1431932400,ADOPT,2.0,1.0,10,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
A701802_1430722500,ADOPT,24.0,0.0,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A701813_1430812740,RTO,12.0,0.0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
A701846_1430829120,RTO,108.0,0.0,14,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A701855_1430790180,ADOPT,2.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A701858_1430791980,ADOPT,3.0,0.0,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A701861_1430793060,RTO,12.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A701861_1431760200,ADOPT,12.0,1.0,7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A701878_1430799600,RTO,12.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A701879_1430799600,RTO,24.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A701879_1454835540,RTO,24.0,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A701879_1462928580,RTO,36.0,2.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A701879_1464231360,RTO,36.0,3.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A701879_1468546500,RTO,36.0,4.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A701893_1430810820,ADOPT,6.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A701897_1430897820,RTO,12.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A701897_1519381380,RTO,36.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A701898_1430897820,RTO,12.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A701899_1430962440,RTO,24.0,0.0,9,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A701901_1430902920,RTO,12.0,0.0,8,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A701901_1432027800,RTO,12.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A701901_1447549560,RTO,12.0,3.0,15,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A701901_1449710580,RTO,12.0,4.0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A701901_1494388740,RTO,36.0,6.0,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A701902_1430902920,RTO,36.0,0.0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A701903_1430896020,RTO,84.0,0.0,7,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A701910_1430911020,DIED,12.0,0.0,10,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A701912_1430912160,RTO,36.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A701913_1430911020,RTO,10.0,0.0,18,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A701915_1432090920,ADOPT,48.0,0.0,29,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A701916_1430913900,ADOPT,48.0,0.0,9,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A701922_1430915400,ADOPT,12.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A701930_1430874840,ADOPT,24.0,0.0,9,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A701931_1430875620,RTO,12.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A701932_1430874420,ADOPT,60.0,0.0,10,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A701933_1430875920,ADOPT,24.0,0.0,40,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A701937_1558836840,RTO,48.0,1.0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
A701939_1432091400,ADOPT,60.0,0.0,24,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A701940_1430884680,RTO,72.0,0.0,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A701941_1430884080,RTO,48.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A701944_1430884080,ADOPT,24.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A701944_1468458180,ADOPT,36.0,1.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A701944_1469334540,ADOPT,36.0,2.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A701947_1453548120,RTO,12.0,1.0,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A701950_1430886900,RTO,48.0,0.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
A701957_1430887380,DIED,24.0,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
A701958_1430895420,ADOPT,24.0,0.0,11,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A701961_1430896560,ADOPT,2.0,0.0,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A701972_1430974140,RTO,24.0,0.0,15,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A701973_1430996580,ADOPT,84.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A701979_1430999100,ADOPT,120.0,0.0,113,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A701979_1440911460,ADOPT,120.0,1.0,26,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A701979_1443355140,ADOPT,132.0,2.0,83,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A701990_1430960400,RTO,24.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A701990_1553914020,RTO,60.0,1.0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A701994_1430961420,ADOPT,12.0,0.0,9,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A701995_1430964000,RTO,96.0,0.0,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A701995_1438920960,RTO,108.0,1.0,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A701995_1439636100,ADOPT,108.0,2.0,13,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A701997_1430963820,ADOPT,72.0,0.0,17,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A701999_1430965080,ADOPT,24.0,0.0,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A702000_1430965500,RTO,5.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A702000_1493277420,RTO,24.0,1.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A702001_1430965500,RTO,12.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A702002_1430966820,RTO,12.0,0.0,7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A702002_1446382020,ADOPT,12.0,1.0,18,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A702003_1430966820,RTO,36.0,0.0,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A702004_1430965500,RTO,12.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A702006_1430973240,DIED,60.0,0.0,16,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A702014_1430975040,ADOPT,5.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A702014_1432870440,ADOPT,5.0,1.0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A702014_1444186140,RTO,10.0,2.0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A702014_1445307600,ADOPT,11.0,3.0,24,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A702015_1430976660,ADOPT,60.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A702017_1430978880,RTO,7.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A702019_1444793640,ADOPT,12.0,0.0,93,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A702027_1431070980,ADOPT,84.0,0.0,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A702027_1431913260,ADOPT,84.0,1.0,26,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A702029_1431076380,RTO,36.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A702033_1431078840,ADOPT,12.0,0.0,19,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
A702034_1431079080,ADOPT,12.0,0.0,40,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
A702038_1431084780,ADOPT,36.0,0.0,92,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A702038_1439610720,ADOPT,36.0,1.0,16,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A702041_1431085800,ADOPT,24.0,0.0,16,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A702043_1431087840,ADOPT,4.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A702044_1431088560,ADOPT,12.0,0.0,23,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
A702045_1431089100,RTO,12.0,0.0,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A702051_1431050280,RTO,36.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A702055_1431055080,ADOPT,24.0,0.0,8,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A702055_1432188120,ADOPT,24.0,1.0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A702056_1431055200,ADOPT,11.0,0.0,96,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A702056_1442660580,ADOPT,12.0,1.0,13,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A702063_1431058260,ADOPT,72.0,0.0,42,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A702064_1431058260,ADOPT,2.0,0.0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A702065_1461893220,RTO,12.0,0.0,7,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A702065_1463830020,DIED,12.0,1.0,31,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A702069_1431064320,RTO,12.0,0.0,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A702075_1431075300,RTO,120.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A702075_1440810720,ADOPT,132.0,1.0,108,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A702076_1431075300,RTO,36.0,0.0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A702078_1431175620,ADOPT,9.0,0.0,55,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A702079_1431145080,DIED,84.0,0.0,5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
A702083_1431162120,RTO,72.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A702085_1431166020,RTO,24.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A702086_1434627480,RTO,36.0,1.0,12,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A702089_1431169140,RTO,24.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A702098_1431172680,ADOPT,36.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A702099_1431172680,ADOPT,24.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A702101_1431173400,ADOPT,7.0,0.0,15,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A702101_1432897800,ADOPT,8.0,1.0,37,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A702102_1431173820,ADOPT,12.0,0.0,11,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A702103_1431174720,ADOPT,2.0,0.0,36,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A702106_1431133620,RTO,24.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A702111_1431134760,RTO,120.0,0.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A702123_1431137880,RTO,24.0,0.0,7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A702133_1431143040,RTO,60.0,0.0,12,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A702135_1431144900,ADOPT,24.0,0.0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A702151_1431170940,ADOPT,1.0,0.0,11,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
A702152_1431170940,ADOPT,1.0,0.0,11,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
A702168_1431257400,RTO,60.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A702170_1431257400,RTO,96.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A702172_1431258420,ADOPT,8.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A702175_1431259860,RTO,48.0,0.0,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A702178_1431260340,ADOPT,24.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A702180_1431262020,RTO,84.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A702180_1444278480,RTO,84.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A702180_1552886160,RTO,120.0,2.0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A702182_1431262680,ADOPT,3.0,0.0,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A702186_1431220020,ADOPT,48.0,0.0,14,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A702186_1432864200,ADOPT,48.0,1.0,13,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A702187_1431220020,ADOPT,48.0,0.0,32,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A702190_1431220500,ADOPT,8.0,0.0,13,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A702195_1431225120,RTO,24.0,0.0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A702196_1447216020,ADOPT,12.0,0.0,136,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A702199_1431228480,ADOPT,2.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A702217_1431247680,ADOPT,2.0,0.0,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A702218_1431248640,RTO,84.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A702218_1434956880,RTO,84.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A702218_1463106660,RTO,96.0,2.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A702219_1431258480,RTO,144.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A702220_1431337500,DIED,24.0,0.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
A702228_1431342360,RTO,96.0,0.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
A702229_1431342660,ADOPT,2.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A702229_1567082520,RTO,48.0,1.0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A702235_1431345060,RTO,60.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A702237_1431574020,ADOPT,24.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A702238_1431574020,ADOPT,24.0,0.0,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A702239_1431346380,ADOPT,8.0,0.0,11,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A702243_1431348480,DIED,1.0,0.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
A702246_1431307860,ADOPT,9.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A702249_1431309000,RTO,36.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A702250_1431309000,RTO,36.0,0.0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A702250_1569116760,RTO,84.0,1.0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A702253_1431310020,ADOPT,24.0,0.0,12,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A702256_1431310680,RTO,96.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A702263_1431313440,RTO,12.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A702264_1431313380,RTO,12.0,0.0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A702272_1431314580,ADOPT,12.0,0.0,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A702275_1431315240,DIED,36.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A702279_1431316440,ADOPT,2.0,0.0,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A702280_1431316440,ADOPT,2.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A702281_1431317340,RTO,84.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A702281_1432039260,RTO,84.0,1.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A702284_1431320820,ADOPT,24.0,0.0,7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A702292_1431324780,ADOPT,2.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A702297_1431420780,DIED,60.0,0.0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
A702298_1431435480,RTO,12.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A702298_1449190980,ADOPT,24.0,1.0,197,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
